iter	Logloss
150	0.02375087811
151	0.02360479539
152	0.02327636696
153	0.02312020885
154	0.02299953302
155	0.02291115347
156	0.02267448191
157	0.02252925682
158	0.02237336051
159	0.02222026799
160	0.02207323326
161	0.02197557386
162	0.02190812895
163	0.02179477971
164	0.02173938037
165	0.02167981067
166	0.02146521051
167	0.02128780891
168	0.02108077167
169	0.02095135733
170	0.02081579714
171	0.02074675146
172	0.02049236176
173	0.02033698671
174	0.02016273285
175	0.02006006413
176	0.01985658117
177	0.01971900579
178	0.01955664175
179	0.01945201972
180	0.01938670785
181	0.0192737105
182	0.01916133766
183	0.01906293312
184	0.01897674015
185	0.01891915075
186	0.018804102
187	0.01868221796
188	0.01856243661
189	0.01847483064
190	0.01834779804
191	0.01820559342
192	0.01806781256
193	0.01792887899
194	0.01781292048
195	0.01779223765
196	0.01768484125
197	0.01757941742
198	0.01745828205
199	0.01737866544
200	0.01733851093
201	0.01727582208
202	0.01715141754
203	0.0170536785
204	0.01693637966
205	0.01685189288
206	0.01683453607
207	0.01674737605
208	0.01665566364
209	0.01656157806
210	0.0165018887
211	0.01638184999
212	0.01625688623
213	0.01618544617
214	0.01606207957
215	0.01599258698
216	0.01588033078
217	0.01579623273
218	0.01560856371
219	0.01556220907
220	0.01546284343
221	0.01535423573
222	0.0151657119
223	0.01511755566
224	0.01505000254
225	0.01503475288
226	0.01491036729
227	0.01484682656
228	0.01479373649
229	0.01471781188
230	0.01467706078
231	0.01462060135
232	0.01457682703
233	0.01453086852
234	0.0144205235
235	0.014362742
236	0.01431876869
237	0.0142302063
238	0.01414652332
239	0.01404434137
240	0.01393256702
241	0.01384272446
242	0.01376969212
243	0.01371320309
244	0.01364672178
245	0.01359107049
246	0.01352074261
247	0.01343804596
248	0.01336097339
249	0.01330912322
250	0.01315610164
251	0.01307505441
252	0.01303931364
253	0.01295669357
254	0.01289851088
255	0.01280094369
256	0.01266921687
257	0.0126074142
258	0.01254538133
259	0.01247362374
260	0.01243733308
261	0.01238993415
262	0.01230649239
263	0.01229625028
264	0.0122776793
265	0.01223177187
266	0.01220655679
267	0.01213137712
268	0.01208310536
269	0.01201055101
270	0.01196599402
271	0.0119116822
272	0.01181102507
273	0.01175850018
274	0.01170003069
275	0.01166682167
276	0.01162585766
277	0.01161728777
278	0.01161721464
279	0.01160666143
280	0.01158976073
281	0.01154650088
282	0.01149216834
283	0.01145808383
284	0.01134986122
285	0.01129026981
286	0.01124378505
287	0.01120740987
288	0.01118908458
289	0.01112000533
290	0.01104471392
291	0.01099077308
292	0.01094676652
293	0.01090194222
294	0.01085216642
295	0.0108180665
296	0.01078524392
297	0.0107191816
298	0.01069279251
299	0.01065926735
300	0.01062037318
301	0.01058387686
302	0.01053804806
303	0.01049186806
304	0.01043157949
305	0.01038507721
306	0.01030804942
307	0.01027701547
308	0.01022692392
309	0.01017740603
310	0.01011908585
311	0.01001379168
312	0.009958483369
313	0.009869338191
314	0.009830418001
315	0.009830446056
316	0.009803280599
317	0.009723104172
318	0.009681715554
319	0.009636616874
320	0.009548692992
321	0.009505793773
322	0.009464468535
323	0.009464153416
324	0.009464136981
325	0.009464080288
326	0.009439079667
327	0.009381062902
328	0.00935231982
329	0.009343798323
330	0.009323134444
331	0.009323082321
332	0.009274050806
333	0.009230319629
334	0.009204313537
335	0.009204035808
336	0.009148121859
337	0.009148121859
338	0.009115583302
339	0.009093674452
340	0.00908094565
341	0.009035979914
342	0.008971684839
343	0.008939446817
